X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,t,TE,y,e,wt,v
a,c,e,e,b,0.59,0.95,1.0,0.25,0.21,2.12,1.81,0.74,-0.71,1.72,0.71,-0.35,0.5,-0.4,0.87,1,16.56,26.700000000000003,0.92,1.09,29.1
a,b,e,b,d,-0.33,0.69,0.48,1.97,-0.86,-0.43,-0.8,1.55,0.36,-0.24,-0.94,-0.87,0.33,-0.73,1.2,1,12.17,21.240000000000002,0.84,1.19,25.28
a,c,b,b,b,0.76,-0.14,-0.26,-0.36,0.66,-1.13,-1.31,-0.32,-0.01,1.12,1.58,-0.0,-0.35,-0.7,-1.14,1,9.69,16.57,0.33,3.03,50.21
c,e,a,c,a,0.03,0.71,-0.12,0.69,0.39,-0.35,-0.33,0.1,1.47,-2.34,0.93,0.49,0.12,-0.79,-1.08,0,12.11,9.100000000000001,0.84,6.25,56.88
e,c,d,c,a,1.34,0.13,0.54,-0.97,0.07,0.4,-0.53,-0.62,0.0,0.42,0.19,-0.29,1.63,-0.18,-0.41,1,11.06,19.28,0.62,1.61,31.04
e,c,d,b,a,1.18,0.07,-0.12,0.66,-0.64,1.33,-1.59,0.05,0.95,-0.3,1.22,0.09,-1.16,-0.17,0.09,1,11.9,20.88,0.73,1.37,28.61
a,c,c,c,a,-0.08,1.62,-1.27,0.52,1.5,1.19,0.6,1.07,0.44,1.53,0.94,0.18,1.37,0.36,-0.5,0,20.89,10.34,0.87,7.69,79.51
d,b,b,b,d,0.12,-0.58,-0.18,0.09,-0.37,-0.28,0.32,-1.22,0.5,-0.33,-0.4,-0.75,0.23,0.54,-1.36,0,7.23,4.41,0.42,1.72,7.59
c,b,b,c,c,-0.83,-0.28,2.39,1.99,0.07,0.31,-1.17,0.17,-0.58,-0.04,0.68,0.12,-0.41,-0.07,0.32,1,11.11,20.04,0.91,1.1,22.04
e,d,b,e,d,-0.49,1.81,0.01,0.84,-0.98,1.32,0.53,0.11,-1.14,0.16,-0.3,1.33,0.51,0.26,-0.48,1,11.94,20.51,0.94,1.06,21.74
d,a,c,b,e,0.41,0.52,2.44,-0.87,0.87,0.79,1.57,0.38,1.23,-0.45,1.13,0.33,-1.34,-0.93,0.95,0,12.01,10.61,0.93,14.29,151.62
b,e,b,d,d,-1.28,-0.57,-0.58,-1.75,-0.51,0.54,-0.4,-0.97,0.43,1.06,-1.36,-0.97,0.81,-0.24,-1.44,1,8.99,11.120000000000001,0.51,1.96,21.8
c,a,e,a,e,0.1,0.92,-0.47,-0.59,-0.09,-1.62,-0.94,2.02,1.8,-1.79,-0.67,-1.14,-0.71,-1.19,-1.81,0,7.0,7.620000000000001,0.54,2.17,16.54
b,d,a,c,a,0.49,-0.83,-0.24,1.54,-0.41,-1.16,1.02,-2.5,-0.0,1.21,1.38,-0.25,-0.22,1.2,-0.29,1,9.56,13.77,0.39,2.56,35.25
b,c,c,c,d,-0.82,-0.52,-1.24,-0.33,-1.18,1.26,-1.17,0.74,0.09,-1.86,0.85,0.82,0.88,-0.48,0.7,1,11.66,20.63,0.72,1.39,28.68
b,c,c,e,b,0.34,1.5,-0.47,1.36,0.66,0.64,1.08,0.95,-0.03,0.66,-0.96,0.14,0.78,0.88,0.54,1,15.32,26.6,0.88,1.14,30.32
b,a,b,a,b,-1.49,0.52,-0.32,-0.5,0.95,1.88,-0.11,-0.64,-1.57,0.06,1.84,0.4,-0.73,-1.45,2.32,0,13.62,7.4,0.56,2.27,16.8
c,b,a,d,a,0.7,0.94,1.29,0.48,0.11,0.42,-0.03,2.5,0.36,0.0,0.68,-0.09,0.33,-0.22,-1.89,1,9.72,20.6,0.81,1.23,25.34
a,a,c,d,b,0.58,0.13,0.51,0.13,-1.07,-1.93,-0.23,-1.19,2.12,-0.2,0.1,0.21,1.28,0.05,2.37,0,14.63,9.82,0.57,2.33,22.88
d,d,c,c,b,-2.18,0.14,0.46,-1.81,-0.55,0.71,-1.57,0.98,0.36,0.58,-0.05,-0.66,1.15,-0.11,-0.43,1,8.96,14.95,0.76,1.32,19.73
d,d,c,c,d,-0.51,-0.69,0.96,-1.34,1.84,-0.14,0.89,0.75,1.19,1.13,-0.65,-1.45,0.85,1.36,1.41,0,14.47,8.15,0.73,3.7,30.16
c,d,d,d,b,0.18,0.74,1.14,1.44,-0.52,-0.81,0.36,0.59,2.59,0.04,2.36,-0.57,0.81,0.59,-0.43,0,14.9,10.3,0.84,6.25,64.38
d,e,a,b,a,-0.05,0.33,0.61,1.05,-2.23,-0.52,0.29,-0.32,-1.62,-1.16,1.65,-0.3,0.48,-1.1,0.89,1,12.68,18.84,0.69,1.45,27.32
e,e,b,e,d,-0.19,2.37,0.22,-0.27,-0.74,-0.04,-0.99,0.1,1.99,0.43,0.5,1.04,0.04,-0.47,-0.47,1,14.81,26.080000000000002,0.94,1.06,27.64
c,d,c,a,d,-0.77,0.43,0.67,0.2,-2.2,2.49,-1.16,-0.93,-0.71,1.35,-0.58,1.23,1.7,0.42,-0.58,1,15.5,23.240000000000002,0.93,1.08,25.1
c,e,a,b,c,1.21,1.01,1.31,0.59,0.41,-0.36,0.83,-2.3,-0.38,-0.03,0.33,0.31,-0.61,-0.2,-0.08,1,10.49,18.57,0.87,1.15,21.36
e,b,e,c,b,-0.88,-0.04,0.67,-0.53,0.51,-0.6,0.31,0.95,0.47,1.42,-1.49,-0.22,1.55,0.22,-0.86,1,13.15,19.68,0.6,1.67,32.87
e,d,d,b,c,0.45,-0.66,-1.26,-0.26,-0.12,-0.83,-0.96,0.26,-0.29,0.34,0.89,-0.88,2.17,2.35,1.11,1,12.59,19.81,0.83,1.2,23.77
b,b,b,c,a,0.53,0.68,-1.32,0.61,1.18,2.23,-0.12,-2.28,0.48,0.25,1.02,0.69,0.2,2.58,0.27,1,17.16,26.46,0.92,1.09,28.84
e,e,d,d,c,0.32,-1.14,-0.25,-1.31,1.2,-0.84,0.51,-0.61,0.81,0.03,-0.1,0.85,-0.45,-1.14,0.08,0,10.84,5.510000000000001,0.39,1.64,9.04
a,c,e,e,b,-0.27,1.19,-1.17,0.32,0.42,-0.81,0.78,-0.53,-0.63,-0.36,-1.02,0.07,0.71,0.55,1.0,1,11.08,19.400000000000002,0.59,1.69,32.79
c,c,d,b,e,0.24,0.38,0.59,0.41,-0.9,-0.02,-0.91,-1.26,1.71,-0.21,-1.21,0.3,-2.11,0.83,0.49,1,10.66,17.240000000000002,0.7,1.43,24.65
d,d,e,b,a,-1.59,1.33,0.97,2.68,-2.09,1.65,-1.09,0.11,0.29,0.31,0.54,-1.07,-0.2,1.03,0.56,1,15.53,22.810000000000002,0.73,1.37,31.25
c,a,d,c,d,0.3,0.37,-0.41,-1.44,-1.46,1.65,0.1,-0.51,0.96,-0.08,0.23,-0.17,-1.0,1.42,0.51,1,9.9,17.03,0.76,1.32,22.48
b,d,c,d,a,0.63,1.17,0.78,0.47,0.1,-1.02,0.05,0.27,-0.17,0.49,-0.42,0.09,-1.38,0.56,-1.08,1,5.39,12.66,0.8,1.25,15.82
a,e,a,c,c,0.45,0.44,-1.75,0.96,-0.01,0.45,0.89,1.11,-0.81,0.88,-1.54,0.1,-0.83,0.65,-1.75,1,11.88,17.45,0.84,1.19,20.77
a,d,c,d,e,-1.04,0.84,0.47,-0.61,-1.44,1.98,2.53,-0.52,0.33,0.2,0.15,0.0,0.38,-1.37,-0.1,1,9.02,15.690000000000001,0.59,1.69,26.52
b,d,c,e,b,0.92,1.05,-0.93,0.09,-0.81,0.6,0.91,0.62,1.43,0.5,0.76,-0.13,-0.84,-0.8,-0.4,1,11.86,21.790000000000003,0.91,1.1,23.97
c,d,b,c,b,-0.75,0.48,0.25,-0.2,-0.92,0.13,-1.35,1.1,-0.76,0.24,0.64,-0.9,-0.87,-1.04,-0.41,0,5.12,6.42,0.62,2.63,16.88
e,d,a,c,c,0.12,-0.42,-0.42,-0.49,1.39,0.04,0.41,-0.5,0.62,-1.87,1.27,0.31,-2.09,0.05,-1.34,0,10.43,5.470000000000001,0.47,1.89,10.34
d,e,d,e,b,-0.16,0.46,0.67,0.26,1.83,-2.1,-0.79,1.52,-0.97,0.37,1.38,-0.83,0.19,-1.6,-0.25,1,13.18,22.21,0.65,1.54,34.2
c,c,e,d,a,-0.05,0.15,0.5,0.2,-1.12,-0.9,0.38,2.01,-0.16,0.03,-1.87,0.7,0.21,0.01,-1.27,1,5.22,13.05,0.76,1.32,17.23
c,c,d,d,e,0.17,-0.45,0.66,1.16,0.04,1.15,1.39,-0.2,0.86,0.25,-0.38,-1.12,0.73,0.65,-2.91,0,9.73,6.0200000000000005,0.69,3.23,19.44
c,c,e,c,e,0.63,-0.32,-0.72,-0.49,-1.15,-0.88,1.65,-2.7,-0.39,-1.09,1.64,-0.95,0.13,2.32,1.63,0,6.28,5.7700000000000005,0.58,2.38,13.73
c,a,a,c,e,-0.08,0.91,0.8,-0.8,0.3,-1.62,-0.66,-0.02,0.45,0.37,1.03,-1.38,-0.06,-0.67,-0.16,0,6.84,6.220000000000001,0.7,3.33,20.71
d,a,e,d,e,-0.77,-1.59,-0.16,0.73,1.28,0.09,0.47,-0.06,0.41,-0.44,-0.22,1.4,1.29,1.05,0.4,1,11.69,20.36,0.78,1.28,26.06
e,b,a,d,d,1.12,-1.48,-0.34,2.03,0.2,-1.25,-0.0,1.12,0.45,-0.66,0.98,0.6,-0.16,0.83,-0.55,0,11.09,9.39,0.83,5.88,55.21
c,d,a,b,e,-0.27,-0.54,-0.16,-0.67,-0.98,0.1,1.34,-0.46,-0.69,1.21,2.0,-0.59,-0.4,0.64,0.36,1,8.38,14.600000000000001,0.74,1.35,19.71
e,a,d,b,e,-0.4,-1.32,1.08,-1.65,-2.39,0.56,0.27,0.23,-0.21,0.47,0.66,0.41,0.64,-0.79,-1.2,1,8.89,14.43,0.43,2.33,33.62
e,b,b,d,e,0.82,-0.62,-2.64,-0.44,0.44,0.04,1.14,1.16,-1.19,-0.01,0.57,1.35,-2.51,2.66,0.04,1,7.46,14.7,0.34,2.94,43.22
d,d,e,e,a,-0.61,-1.9,-1.85,0.92,0.96,-1.26,1.22,1.65,0.56,0.1,0.6,-2.13,2.05,1.88,2.18,1,16.14,25.700000000000003,0.56,1.79,46.0
c,d,e,d,e,0.95,0.02,-0.34,-2.71,-0.63,-0.59,-0.48,-0.21,0.29,0.96,-1.79,0.66,-0.05,-1.07,-1.84,1,4.26,9.420000000000002,0.56,1.79,16.86
e,e,c,d,a,-0.65,-0.85,-0.73,-1.8,0.48,-0.04,1.0,0.39,0.72,-1.77,-0.57,-1.01,1.0,-0.2,1.06,0,9.5,6.3100000000000005,0.59,2.44,15.4
e,c,c,e,b,-0.62,-0.62,2.3,0.6,0.09,0.66,-0.31,1.36,0.2,-0.62,0.04,0.06,-1.61,-2.38,0.24,0,9.56,6.59,0.52,2.08,13.71
d,a,c,b,c,-0.47,0.02,1.11,0.34,-0.39,1.43,-0.44,-1.1,-1.83,0.36,-1.12,-1.08,-0.42,-1.11,-1.4,0,8.4,2.1300000000000003,0.46,1.85,3.94
b,a,c,b,c,0.96,-0.2,-0.28,1.41,-0.07,-1.71,0.86,0.16,0.61,0.96,-0.75,1.43,-1.89,-2.32,-1.35,0,12.09,7.2700000000000005,0.7,3.33,24.21
e,a,e,a,d,0.16,0.72,1.95,-0.23,1.4,1.37,0.23,0.38,0.11,-1.3,0.44,1.01,-1.03,-0.82,0.21,1,11.14,20.150000000000002,0.9,1.11,22.37
a,c,c,e,c,0.92,-0.7,0.65,-1.3,-0.32,0.09,0.87,-0.42,-0.53,1.26,0.37,-0.39,-1.08,0.77,0.01,1,8.49,14.68,0.56,1.79,26.28
c,b,a,c,e,-0.3,-0.45,0.17,-0.79,-1.82,-0.91,-0.02,-2.03,-0.99,-0.23,-0.81,1.11,-1.33,-1.34,0.9,0,8.23,2.2800000000000002,0.18,1.22,2.78
c,d,b,c,e,1.3,-1.23,-1.33,0.77,-0.49,-0.6,0.35,-1.89,0.56,0.09,0.2,-1.41,-0.16,-1.74,-0.7,1,3.76,7.300000000000001,0.49,2.04,14.89
c,d,e,b,c,0.1,2.01,-0.55,1.22,0.58,-1.26,-0.39,-0.29,0.42,1.63,0.76,-0.21,-1.26,0.77,-0.02,1,14.04,23.69,0.86,1.16,27.48
a,d,c,b,a,-1.0,0.25,-0.48,0.29,0.96,-1.08,1.86,0.96,0.6,-0.47,-0.75,1.3,0.81,-1.19,0.9,1,12.1,20.86,0.87,1.15,23.99
a,a,e,e,c,0.15,0.84,0.05,1.45,0.87,1.54,0.3,-2.07,0.94,-0.92,0.74,-1.15,-1.42,-0.38,-0.62,1,14.81,20.07,0.56,1.79,35.93
a,c,b,c,d,1.16,-0.25,0.42,-0.6,-0.92,0.6,-0.42,1.76,-0.76,-0.28,-0.96,-0.9,-1.62,-0.54,0.15,1,6.74,12.47,0.48,2.08,25.94
c,c,a,a,b,1.18,-0.56,-0.36,-1.8,0.28,-0.03,1.39,0.32,-1.08,-0.55,0.81,-0.87,-0.8,1.55,0.79,1,8.72,16.6,0.56,1.79,29.71
e,d,d,b,c,-0.07,1.71,0.88,-0.84,1.23,0.04,-0.77,-0.88,0.52,-0.66,0.79,0.15,-2.18,-1.72,0.49,1,12.94,20.45,0.73,1.37,28.02
d,c,e,e,d,-0.14,-0.19,-0.65,-1.55,1.87,1.36,-0.92,-1.12,0.56,1.56,1.57,-0.78,-0.61,0.04,-0.93,1,16.03,23.720000000000002,0.79,1.27,30.12
c,b,d,a,e,-0.88,-0.82,0.83,-0.84,-0.88,-0.32,1.16,-0.92,-1.06,0.18,1.67,0.26,-0.11,0.2,-0.05,1,6.22,11.89,0.25,4.0,47.56
d,a,c,c,b,1.38,-0.68,0.96,-1.01,2.56,-1.4,1.33,1.13,0.06,-0.61,-0.52,-0.88,1.37,-0.95,-0.44,1,12.67,22.060000000000002,0.74,1.35,29.78
b,e,d,c,b,0.94,0.81,0.15,-0.27,-0.29,-1.85,1.06,-2.92,0.55,0.79,-0.67,0.0,-0.18,-1.28,0.08,0,9.53,5.470000000000001,0.35,1.54,8.42
b,a,d,b,d,-0.18,0.94,-0.61,1.04,0.11,-0.0,0.1,-1.17,-0.35,0.79,-0.28,-1.56,0.48,0.27,1.39,0,10.7,5.41,0.56,2.27,12.28
d,b,d,d,a,0.16,0.86,-0.16,-1.08,-0.28,-0.83,-0.54,-0.51,1.49,-0.45,0.29,1.21,-1.14,-1.15,-0.79,1,10.89,18.75,0.75,1.33,24.94
c,e,b,a,b,0.39,-0.49,-0.06,0.07,1.19,1.68,-1.67,-0.33,-0.62,0.33,-2.05,-0.09,-1.26,-0.99,0.64,1,10.52,15.14,0.44,2.27,34.37
c,a,d,d,d,-0.04,-1.3,-1.2,-2.26,-0.16,-1.07,-1.1,-0.11,-0.92,-1.86,-0.54,0.68,1.23,0.94,0.17,0,5.03,6.33,0.28,1.39,8.8
b,a,c,c,d,-1.77,1.22,-0.95,1.56,1.27,0.28,0.57,1.74,-1.45,0.41,0.93,0.14,0.85,-0.93,0.5,1,14.32,24.5,0.81,1.23,30.14
c,d,a,c,c,1.86,0.59,0.99,2.21,-0.06,0.68,0.05,-0.09,-1.14,-0.26,-0.48,0.75,-0.24,0.8,0.15,1,11.14,20.8,0.77,1.3,27.04
a,e,c,a,c,1.54,-1.09,0.13,-0.83,-0.44,1.11,-1.44,0.19,-0.82,-0.6,0.24,-0.69,1.29,0.32,0.05,1,9.89,16.330000000000002,0.7,1.43,23.35
d,d,a,c,e,-0.12,-0.05,1.66,0.26,-0.33,-1.35,0.21,-1.8,0.66,0.6,-0.94,-0.62,-0.48,-0.12,0.64,1,6.76,10.84,0.73,1.37,14.85
a,a,c,b,c,1.14,0.63,-1.96,0.64,-0.34,0.54,-0.83,-0.42,-1.51,-0.13,1.77,2.0,-0.52,-0.96,-0.29,0,13.04,8.540000000000001,0.68,3.13,26.73
e,c,a,d,e,-0.31,-0.55,0.19,-0.64,-0.53,0.1,-0.01,2.0,-0.26,-0.83,-0.8,-0.18,0.29,-1.38,-1.21,1,6.02,11.690000000000001,0.57,1.75,20.46
a,c,b,a,b,-0.7,0.35,0.15,-0.62,-2.09,-0.77,-0.78,0.13,-0.11,0.26,0.73,0.34,-0.54,0.04,0.25,0,6.68,6.8500000000000005,0.32,1.47,10.07
e,a,d,b,e,-1.48,2.74,-0.95,-0.92,1.27,-0.8,-1.11,-0.78,-1.07,-0.07,-1.41,-0.82,1.41,1.23,-1.7,1,12.61,17.76,0.55,1.82,32.32
c,e,b,a,b,-0.87,2.18,-0.39,-0.05,-1.03,0.86,0.27,-1.29,-0.3,-1.4,-0.41,-0.84,-0.74,-1.39,0.55,1,9.58,14.370000000000001,0.56,1.79,25.72
c,d,c,a,d,-0.64,-0.56,0.68,-0.51,0.04,-0.23,0.89,-0.16,-1.44,0.91,-0.88,-1.41,-1.26,-0.56,-1.13,0,4.82,2.9100000000000006,0.44,1.79,5.21
d,e,b,a,d,-1.93,-0.07,0.35,0.69,-2.65,0.09,0.62,1.33,-0.21,0.19,-0.44,-0.32,-0.38,0.06,-0.02,0,5.59,5.5600000000000005,0.59,2.44,13.57
b,b,b,a,c,-1.14,-0.37,0.59,-0.14,1.17,0.32,1.23,-0.54,0.01,-2.9,0.99,0.23,-0.73,0.56,-0.58,0,10.04,5.45,0.28,1.39,7.58
b,e,d,e,b,-0.82,-1.08,-0.78,1.89,0.39,-1.79,0.31,1.18,-0.71,-1.22,-0.47,-0.59,1.29,0.71,-0.53,0,11.26,6.0600000000000005,0.35,1.54,9.33
c,d,b,d,c,1.01,0.45,1.33,1.43,0.14,-0.98,-0.77,0.46,1.02,-1.21,-0.58,0.01,1.35,-0.95,0.24,0,10.76,10.4,0.79,4.76,49.5
e,b,d,a,c,-0.86,-0.38,0.93,-0.71,0.37,0.34,-1.14,-1.16,0.11,-2.15,-1.38,0.37,-0.92,0.95,0.81,0,10.17,4.800000000000001,0.58,2.38,11.42
e,a,c,d,b,0.03,-0.89,0.62,0.85,-1.3,0.51,1.67,0.01,-0.51,-1.4,-0.65,1.81,0.81,0.45,1.41,1,12.12,20.81,0.82,1.22,25.39
d,a,c,a,e,0.98,1.04,-1.79,0.7,-0.73,-0.64,2.02,1.13,-0.64,1.06,0.6,0.18,-1.47,-1.15,0.69,0,9.66,9.36,0.71,3.45,32.29
e,d,e,c,c,0.15,0.53,0.16,1.23,-0.2,0.77,-0.39,-0.21,-0.01,-0.58,-0.05,2.02,-1.88,-1.78,0.18,1,10.12,17.87,0.82,1.22,21.8
c,a,b,b,c,0.51,-0.38,-0.76,-1.26,-0.8,0.17,0.97,0.31,1.12,-0.6,-0.01,-0.15,0.56,0.06,-0.19,1,8.45,15.330000000000002,0.55,1.82,27.9
b,a,b,d,d,-0.5,1.36,0.56,0.88,0.34,0.57,-0.23,0.46,-0.92,1.22,-0.11,-0.03,-0.93,-1.59,0.13,1,10.44,19.35,0.74,1.35,26.12
c,c,a,c,d,1.21,0.54,-0.32,-0.32,1.44,-0.34,-1.61,-0.5,1.26,-0.73,-0.22,0.75,1.45,0.36,0.99,1,15.57,26.990000000000002,0.91,1.1,29.69
c,c,d,e,d,-2.01,-1.66,0.53,-0.28,-0.04,0.19,-0.53,1.9,-2.37,-0.55,-0.09,-0.08,-1.0,0.78,-0.47,0,4.2,3.6300000000000003,0.36,1.56,5.66
e,e,e,c,c,-0.1,-0.48,-0.49,-1.12,0.82,0.48,-0.55,-1.57,0.86,1.72,-0.94,0.48,-0.3,-0.06,-1.57,1,12.65,16.740000000000002,0.84,1.19,19.92
a,b,e,d,e,0.44,0.83,-0.05,-0.34,-0.09,-0.35,0.52,-1.15,-0.37,-0.54,-1.56,0.81,-0.13,0.21,-0.63,1,4.83,11.25,0.65,1.54,17.32
c,c,b,e,e,-1.61,0.08,-0.14,1.45,1.08,0.35,1.2,0.95,-1.27,1.13,-0.25,0.36,1.12,1.28,-0.8,1,14.04,23.400000000000002,0.65,1.54,36.04
e,b,d,d,a,-0.3,-1.07,-1.5,0.84,-0.43,0.04,1.04,1.38,0.86,0.81,0.87,0.56,1.76,0.83,0.42,1,14.38,23.6,0.74,1.35,31.86
b,e,e,a,a,0.33,0.81,-0.38,-0.96,0.39,0.97,0.13,0.29,-0.43,1.77,0.18,1.12,-0.67,-0.03,0.78,1,14.35,24.3,0.8,1.25,30.38
d,c,e,c,a,0.91,0.67,-1.57,-1.09,-0.44,-1.44,-0.41,0.89,0.6,-0.65,0.01,0.88,0.55,-0.2,-2.07,1,8.72,18.490000000000002,0.75,1.33,24.59
d,d,b,c,a,0.85,-1.21,-0.58,2.45,-1.3,-0.22,0.82,0.3,-0.38,-0.46,0.23,-0.73,0.01,-0.22,0.77,1,8.41,14.760000000000002,0.52,1.92,28.34
c,e,b,c,e,-0.46,-0.9,-0.08,-0.16,-1.34,0.29,-0.82,-0.52,-0.91,-0.75,1.94,-2.21,-0.15,0.8,0.94,0,5.95,3.9400000000000004,0.19,1.23,4.85
a,e,c,e,b,1.22,-0.61,0.08,0.15,0.78,3.29,-1.16,-1.67,-0.98,1.61,-0.66,-1.39,0.27,0.76,1.47,0,18.46,5.340000000000001,0.68,3.13,16.71
d,b,e,a,c,-1.48,-0.68,0.91,-0.98,0.37,0.24,1.61,-1.64,-0.35,-0.68,-1.1,0.59,-0.01,0.87,-0.24,1,7.01,10.77,0.62,1.61,17.34
c,d,e,a,e,-0.63,-1.13,-0.01,-0.93,0.49,-2.78,-1.06,-0.67,0.36,0.08,0.1,0.43,1.86,1.48,-1.3,1,7.86,14.600000000000001,0.56,1.79,26.13
e,e,e,c,d,-0.34,-1.69,-0.16,0.6,0.96,0.14,0.17,-0.36,-1.41,-0.07,0.63,-0.81,0.68,-1.14,-1.23,1,8.55,13.580000000000002,0.51,1.96,26.62
c,e,e,d,a,3.1,-0.81,0.99,-0.01,-0.19,1.35,0.23,0.39,-0.37,0.47,3.46,0.73,-0.92,0.33,-0.96,1,9.21,21.380000000000003,0.81,1.23,26.3
c,d,b,a,b,0.08,0.41,1.39,-0.32,-0.73,-1.45,-1.69,-0.98,-0.35,-0.9,-1.56,0.25,1.82,-0.72,-0.42,1,7.46,13.36,0.75,1.33,17.77
d,a,e,d,e,-0.16,-0.2,-0.84,0.44,1.22,0.17,0.11,-2.51,1.6,-0.07,-0.22,-1.08,0.64,-0.18,0.19,1,9.73,14.86,0.59,1.69,25.11
d,a,a,a,e,0.49,0.75,-2.04,0.64,-0.48,-1.07,-1.0,0.52,-1.97,-0.09,-0.0,-1.18,1.15,-1.24,0.75,0,8.28,6.12,0.47,1.89,11.57
a,a,d,d,c,-2.95,-0.47,1.58,0.24,-0.95,-0.09,0.26,0.15,-1.18,-1.84,0.71,1.57,-1.29,0.17,0.27,1,7.16,12.74,0.35,2.86,36.44
b,c,e,c,e,-0.09,1.68,2.22,0.41,0.37,-0.48,-1.55,0.21,0.33,0.91,0.34,-0.62,0.29,0.03,-0.62,1,10.41,21.01,0.68,1.47,30.88
d,a,d,d,d,-1.62,-0.94,0.06,0.73,-0.9,0.26,0.34,-0.38,0.81,0.51,-0.3,0.29,-1.01,0.65,0.61,0,7.33,4.510000000000001,0.49,1.96,8.84
b,d,c,a,d,-0.56,-2.89,0.55,-0.48,0.48,-0.17,-0.58,-1.21,-0.12,-0.18,-1.01,-0.41,-1.41,0.54,0.29,0,5.8,1.7400000000000002,0.33,1.49,2.59
e,a,a,e,b,0.67,-0.41,1.27,0.75,-1.46,0.51,-0.96,-2.22,0.51,0.47,-0.57,-1.27,0.32,1.09,2.02,1,13.42,18.27,0.58,1.72,31.42
e,c,e,e,a,-1.18,-1.31,-0.41,-1.34,0.03,0.33,-0.84,-0.94,1.02,-2.32,-0.46,0.81,0.24,-1.34,0.24,1,9.39,14.330000000000002,0.63,1.59,22.78
e,d,a,a,a,2.44,0.52,0.92,0.57,0.29,-1.03,0.28,0.38,-1.72,0.67,2.21,-0.05,-0.75,0.3,1.09,1,11.98,21.990000000000002,0.68,1.47,32.33
a,b,d,b,c,1.01,-2.1,1.32,2.38,0.04,0.76,1.79,-0.88,0.96,1.7,-1.11,-1.33,-0.59,1.76,-0.22,1,18.87,24.53,0.8,1.25,30.66
b,a,d,b,b,0.25,-0.17,-1.91,2.17,-2.56,-0.23,0.23,-0.81,-0.18,-0.62,0.08,0.12,-1.38,0.83,0.36,0,8.77,4.340000000000001,0.25,1.33,5.77
d,b,d,c,b,0.85,-0.3,0.88,-0.95,0.26,-0.5,1.11,0.47,-1.05,0.35,0.7,-1.09,-0.77,0.16,1.78,0,9.63,6.87,0.4,1.67,11.47
d,a,d,d,a,1.67,-0.24,-0.21,-2.03,-1.99,-1.59,1.42,-0.1,-0.86,1.29,1.93,0.6,-2.56,1.28,0.53,1,8.46,16.28,0.43,2.33,37.93
b,a,b,e,d,0.4,1.55,1.3,0.26,1.29,-0.47,-0.75,0.73,0.37,-0.14,1.19,0.52,-0.64,-0.07,1.41,1,12.73,25.55,0.74,1.35,34.49
e,e,c,a,a,0.63,0.05,0.58,1.44,-3.2,0.93,-0.87,-1.34,-0.39,-2.18,-0.15,0.06,-0.06,-0.46,-0.34,0,10.12,5.19,0.37,1.59,8.25
a,d,a,c,d,0.63,1.69,-1.62,-1.52,-1.9,1.57,0.94,-0.26,0.01,-0.52,0.82,0.07,0.44,-0.55,1.0,0,13.02,6.65,0.55,2.22,14.76
c,c,d,b,b,0.33,0.95,0.89,1.53,-2.11,0.13,-0.37,-1.1,1.8,2.27,-0.75,-0.36,0.3,-0.61,-0.75,0,18.0,6.57,0.72,3.57,23.45
b,e,b,e,a,1.64,-0.12,-0.42,0.1,1.2,0.55,-0.56,-0.22,-1.44,-0.05,-0.1,0.01,-1.88,-1.11,-1.07,1,7.38,14.940000000000001,0.57,1.75,26.15
d,a,a,a,c,-0.62,0.09,0.17,1.1,0.29,0.04,1.44,-0.57,-2.07,1.85,0.52,-0.01,-0.08,1.16,-0.15,0,12.9,6.94,0.5,2.0,13.88
e,a,e,e,e,0.39,0.8,-0.08,-0.13,0.08,-0.72,1.47,1.15,-1.09,-0.44,-0.47,1.25,-0.1,-1.23,1.73,1,7.14,17.46,0.74,1.35,23.57
b,c,a,c,d,-0.44,-0.63,-0.92,0.13,-0.1,0.58,-0.16,0.81,1.89,0.72,-1.06,-1.37,0.03,0.74,-0.77,0,11.59,5.630000000000001,0.81,5.26,29.61
a,c,b,d,b,1.68,-2.25,1.5,0.4,0.02,-1.62,-0.91,-0.27,1.22,-1.13,0.47,1.38,1.42,-0.8,1.81,1,14.28,25.0,0.81,1.23,30.75
c,c,d,b,c,-0.04,-0.16,1.26,-0.26,0.2,0.79,0.77,0.32,-0.23,1.8,0.17,0.81,1.85,-0.98,0.01,0,15.47,10.34,0.81,5.26,54.39
c,e,c,b,b,0.28,1.91,-0.59,0.58,0.55,1.45,-0.5,0.31,0.67,0.15,0.95,0.03,1.45,-1.48,-1.7,0,17.41,10.46,0.9,10.0,104.6
b,e,a,e,c,-0.76,-0.32,-0.02,-0.46,-1.48,-0.54,-0.86,1.0,0.59,-1.03,1.96,0.35,0.05,0.37,-2.54,0,9.67,6.49,0.33,1.49,9.67
d,a,a,c,b,-1.32,-0.81,1.08,-0.6,-1.68,1.42,0.85,0.89,-1.62,1.03,-0.58,-0.17,-0.11,-1.75,-0.55,0,9.06,4.78,0.3,1.43,6.84
e,a,a,d,d,-0.65,1.13,-1.09,-0.99,-1.26,-0.08,0.17,-0.75,0.59,0.16,-0.02,1.35,-0.52,0.13,-0.2,0,8.96,5.67,0.46,1.85,10.49
