X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,t,TE,y,e,wt,v
a,b,-1.28,-0.28,-0.79,-1.74,-0.19,-0.52,-0.23,-0.0,0,2.61,2.33,0.28,1.39,3.24
b,d,-1.45,-0.32,-0.69,-0.79,0.25,-1.23,-0.54,-0.74,0,3.25,4.33,0.5,2.0,8.66
d,d,0.04,2.04,-0.32,0.47,0.01,-1.24,-1.08,0.93,0,7.02,5.22,0.68,3.13,16.34
b,d,-0.21,-0.8,0.15,-1.04,0.33,-0.33,0.07,-1.7,0,2.74,4.73,0.59,2.44,11.54
d,d,0.2,1.49,1.16,0.09,-0.53,-0.36,-1.05,0.17,1,8.18,13.1,0.66,1.52,19.91
b,d,-1.22,-1.19,-0.14,0.52,0.66,-0.05,0.51,0.97,1,6.01,12.61,0.7,1.43,18.03
a,e,-0.63,-0.4,-0.95,-0.46,1.08,-1.27,2.03,-1.41,0,4.61,5.46,0.58,2.38,12.99
a,c,0.28,1.11,1.26,-0.01,1.73,-0.04,1.5,0.63,1,10.53,18.23,0.94,1.06,19.32
e,e,0.75,-0.23,0.39,0.71,0.01,-1.72,-0.26,-0.18,0,5.06,5.33,0.37,1.59,8.47
c,a,-0.68,2.61,-0.34,-1.59,0.07,-1.13,-0.03,0.38,0,6.64,5.48,0.89,9.09,49.81
d,c,-1.66,-1.63,0.31,1.23,-0.15,-1.01,0.42,-0.9,0,3.11,4.28,0.1,1.11,4.75
e,a,-0.72,1.65,0.01,0.15,0.45,0.34,-0.6,0.63,1,6.27,12.120000000000001,0.9,1.11,13.45
e,c,-0.62,0.64,-1.16,0.29,-0.68,1.68,-1.9,-0.32,1,3.61,8.620000000000001,0.57,1.75,15.08
d,e,-0.09,1.09,0.54,0.53,-2.09,1.05,1.12,1.16,1,6.62,13.05,0.66,1.52,19.84
c,e,0.56,-0.67,-0.49,-0.94,0.2,1.04,0.26,-0.15,1,4.26,9.690000000000001,0.76,1.32,12.79
b,d,0.67,1.97,-0.57,0.24,0.04,-2.28,1.54,1.29,1,9.84,16.42,0.84,1.19,19.54
e,d,0.45,0.25,0.34,0.05,-0.09,-1.0,0.27,-0.45,1,4.15,10.43,0.82,1.22,12.72
a,d,0.1,1.39,-0.72,-0.11,-1.59,0.42,0.2,-0.36,1,5.82,10.54,0.82,1.22,12.86
a,e,-0.72,1.36,0.06,-1.35,0.14,-0.2,0.56,-0.03,1,4.51,10.43,0.67,1.49,15.54
d,a,0.33,-0.65,0.63,0.84,2.23,-1.87,-0.59,0.15,1,5.84,12.120000000000001,0.88,1.14,13.82
d,b,-0.88,0.34,-0.03,-1.28,0.04,-1.85,-0.18,-0.89,0,1.97,3.37,0.19,1.23,4.15
e,e,0.56,-1.59,1.84,0.4,-0.2,0.55,1.49,0.08,0,7.13,7.6899999999999995,0.52,2.08,16.0
c,c,0.03,-0.05,-0.27,-0.92,-0.35,0.16,0.02,0.01,1,1.23,5.86,0.67,1.49,8.73
e,c,-0.84,-0.87,0.91,-0.51,-2.41,0.26,-0.82,1.23,1,5.18,6.720000000000001,0.4,2.5,16.8
b,c,0.15,0.75,-0.14,-1.73,-1.78,-0.59,1.13,0.61,1,3.77,8.21,0.41,2.44,20.03
d,b,-0.83,-1.97,0.74,0.46,-0.83,0.7,2.01,-1.2,1,3.51,9.6,0.32,3.12,29.95
d,d,0.56,0.11,0.49,-2.17,1.63,-1.44,0.6,-0.05,1,6.22,11.629999999999999,0.82,1.22,14.19
a,e,-0.01,1.87,-1.66,-0.05,-0.53,-1.29,-0.92,-1.05,0,5.64,2.8600000000000003,0.47,1.89,5.41
d,d,-0.34,-1.42,-0.41,-1.51,-0.79,0.61,0.27,-0.67,0,2.51,4.39,0.28,1.39,6.1
d,d,-0.12,-1.05,0.85,0.11,-0.09,1.23,0.15,0.18,1,6.04,13.93,0.8,1.25,17.41
a,c,0.59,-1.04,0.9,1.3,-0.52,-0.11,-0.37,-0.1,0,4.08,5.18,0.52,2.08,10.77
d,b,0.63,-0.47,-1.4,-0.12,-1.0,0.85,-0.21,-1.02,0,2.79,5.87,0.57,2.33,13.68
d,c,0.53,-1.83,-1.06,-0.64,-0.74,0.68,-0.57,-0.17,0,1.75,2.9699999999999998,0.28,1.39,4.13
d,c,0.41,0.34,-1.89,-0.12,1.09,0.94,-0.3,0.38,1,5.09,10.99,0.62,1.61,17.69
c,a,1.32,-0.46,-0.1,-1.53,0.5,1.34,-0.04,-1.42,1,6.01,13.87,0.81,1.23,17.06
e,a,-0.49,-1.49,0.41,0.34,-0.42,1.46,0.59,-1.54,0,2.88,6.98,0.31,1.45,10.12
b,d,-1.9,0.6,0.68,-1.33,-0.79,-2.06,1.88,-1.37,0,4.51,3.3600000000000003,0.24,1.32,4.44
a,a,-0.06,-0.75,-0.21,0.26,-1.68,-3.19,0.52,-1.42,0,0.86,1.6400000000000001,0.22,1.28,2.1
a,b,-0.49,0.65,-3.26,0.59,-0.07,1.4,-0.08,-0.19,1,5.02,11.67,0.78,1.28,14.94
c,e,0.32,1.76,0.6,0.33,0.23,-1.42,-1.09,1.29,1,8.67,13.01,0.78,1.28,16.65
e,c,0.14,-1.37,-0.16,-0.79,-0.3,1.06,-0.79,-0.46,0,3.99,3.55,0.24,1.32,4.69
a,b,0.01,-0.15,-1.0,0.13,0.38,-0.32,2.54,-1.54,1,3.41,10.82,0.28,3.57,38.63
a,a,-0.5,-0.43,2.12,-0.8,-0.34,1.73,-0.61,-0.17,0,7.3,6.640000000000001,0.6,2.5,16.6
c,e,-2.27,1.78,-0.71,-0.16,0.44,-1.24,0.22,0.71,0,7.42,5.15,0.44,1.79,9.22
d,a,-1.83,0.9,0.03,-1.12,0.27,0.09,-0.68,0.56,0,4.74,4.63,0.42,1.72,7.96
c,b,-0.72,0.6,0.85,0.52,-0.21,-0.03,-0.52,0.2,1,3.61,8.85,0.71,1.41,12.48
d,d,-0.33,-0.22,0.06,0.07,0.77,-0.8,-2.7,0.29,1,3.54,7.1899999999999995,0.65,1.54,11.07
b,e,-0.68,-0.69,-0.21,-0.34,0.96,0.22,-0.48,-0.69,1,3.55,8.51,0.69,1.45,12.34
e,e,-0.79,0.26,-2.85,0.82,-0.27,-0.69,1.12,0.25,0,4.15,5.77,0.73,3.7,21.35
a,b,0.78,-0.6,1.25,-0.24,-0.12,0.79,-0.27,-1.69,1,6.75,12.21,0.5,2.0,24.42
a,b,0.27,-0.69,-0.06,2.3,-1.08,-0.09,-1.22,-0.87,1,3.48,8.6,0.6,1.67,14.36
c,c,-2.41,1.08,0.51,0.85,2.54,-0.1,-1.34,-0.49,1,8.37,13.55,0.62,1.61,21.82
e,c,0.28,0.16,0.75,-1.36,1.01,0.9,-0.5,-0.29,1,6.11,12.07,0.78,1.28,15.45
e,a,-0.45,1.73,-0.39,0.16,-1.3,0.95,0.47,-0.06,0,5.17,5.8100000000000005,0.85,6.67,38.75
c,e,-0.19,-0.78,-0.45,-0.23,0.52,1.74,-0.07,-0.96,1,3.58,10.129999999999999,0.53,1.89,19.15
e,b,-0.86,0.66,1.36,1.78,1.83,-0.35,0.17,-0.46,1,7.82,15.16,0.91,1.1,16.68
b,b,-0.3,-0.26,0.31,0.66,-0.57,0.17,-0.18,-0.88,0,1.67,6.75,0.73,3.7,24.98
b,e,-1.41,-0.17,0.22,0.89,0.98,0.6,1.12,0.28,0,6.02,7.9399999999999995,0.68,3.13,24.85
d,e,-1.3,-0.12,0.15,0.04,1.12,-0.56,0.23,2.02,1,6.5,12.17,0.68,1.47,17.89
b,b,0.18,-0.19,1.42,-0.37,-1.49,0.55,0.54,-0.75,0,4.99,5.54,0.34,1.52,8.42
b,c,-0.24,-0.33,-0.74,-0.39,0.02,-1.7,0.35,0.05,1,2.48,6.890000000000001,0.36,2.78,19.15
e,d,1.82,-0.71,-0.28,-0.55,-1.3,-1.08,0.28,0.05,0,5.54,4.3,0.32,1.47,6.32
c,d,0.84,-0.49,-1.22,0.32,0.06,-0.64,0.42,-0.54,0,4.8,6.7,0.38,1.61,10.79
d,c,-1.46,0.62,-1.22,0.45,-0.7,0.72,0.93,-1.13,0,2.63,5.47,0.21,1.27,6.95
d,a,-0.07,0.26,2.34,-1.14,2.1,0.82,-0.82,1.42,1,11.99,18.9,0.96,1.04,19.66
c,a,-1.45,1.12,-1.64,0.25,1.06,-1.14,-0.15,-1.95,1,4.62,9.370000000000001,0.42,2.38,22.3
b,a,0.21,0.11,0.13,-1.36,0.24,1.68,0.7,0.81,1,4.78,11.92,0.89,1.12,13.35
a,d,0.74,0.73,-0.12,1.01,-1.16,-0.13,-0.78,-0.9,1,6.53,11.82,0.78,1.28,15.13
e,a,-0.7,0.48,0.67,1.56,0.16,0.3,-0.46,0.22,1,5.87,12.0,0.91,1.1,13.2
a,a,1.6,0.04,-0.01,-1.87,-0.46,-1.83,0.4,-1.55,1,3.95,7.32,0.66,1.52,11.13
a,b,1.5,-0.34,-1.62,-0.98,-1.53,0.47,0.17,0.14,0,4.51,4.78,0.64,2.78,13.29
a,b,-0.45,1.02,0.31,-1.06,-0.67,1.43,-1.62,-0.74,0,5.88,5.76,0.45,1.82,10.48
d,d,1.0,-1.31,0.11,-0.5,-2.2,-0.85,-0.47,0.26,0,5.08,2.21,0.14,1.16,2.56
e,a,-0.66,-0.49,-1.05,0.6,0.63,-0.04,0.63,1.09,1,5.42,11.43,0.86,1.16,13.26
b,a,-0.44,0.75,-0.36,0.53,0.91,0.2,-0.04,-0.9,1,4.76,11.84,0.88,1.14,13.5
d,c,-1.8,1.33,0.39,-0.54,0.71,-1.01,-0.61,0.83,0,7.21,3.06,0.48,1.92,5.88
b,b,-2.71,0.3,0.17,1.37,0.27,-1.29,1.28,0.55,0,4.56,5.72,0.29,1.41,8.07
a,a,1.23,2.07,-1.02,0.55,-0.43,-0.56,0.28,0.86,1,8.58,14.96,0.85,1.18,17.65
b,b,-1.3,1.05,0.6,-1.5,-0.05,-1.31,-0.92,-1.02,1,3.99,8.32,0.56,1.79,14.89
d,d,-0.1,0.3,-0.46,1.0,-0.83,0.58,0.71,1.78,1,6.6,12.93,0.6,1.67,21.59
d,e,-0.46,1.67,1.36,-0.65,-0.15,0.46,-0.04,0.54,1,7.91,13.78,0.87,1.15,15.85
c,d,0.36,-0.81,1.18,0.12,-0.22,-0.15,0.94,0.57,1,5.68,13.03,0.45,2.22,28.93
a,c,1.28,0.61,0.83,0.28,-1.02,0.13,-0.74,0.73,1,7.03,12.309999999999999,0.8,1.25,15.39
c,a,1.25,-0.2,0.2,-0.57,-1.41,0.26,-0.93,-2.54,0,3.23,4.64,0.33,1.49,6.91
c,c,0.03,-0.27,1.77,-0.52,0.76,0.2,-1.04,0.63,1,7.37,12.51,0.68,1.47,18.39
b,a,-0.16,-0.8,0.29,0.42,0.39,2.0,0.74,-0.28,1,3.47,12.46,0.73,1.37,17.07
b,e,-1.4,-0.53,0.95,1.12,1.92,2.24,0.54,0.55,0,9.04,9.43,0.87,7.69,72.52
d,b,-0.35,0.4,0.62,-0.67,-1.65,0.47,2.03,-0.24,0,4.07,6.24,0.5,2.0,12.48
e,a,0.95,0.54,1.43,-1.12,-2.16,1.22,1.62,-1.46,1,8.66,15.93,0.74,1.35,21.51
a,a,-0.62,-0.49,-1.02,-2.48,-0.94,-1.11,0.3,2.13,0,3.88,2.7800000000000002,0.3,1.43,3.98
c,a,1.8,-0.17,-0.42,0.18,0.03,-0.46,0.04,1.74,0,7.85,6.98,0.66,2.94,20.52
e,b,-0.89,-0.59,0.46,0.17,-0.49,-0.75,-0.01,-0.47,1,3.27,7.529999999999999,0.39,2.56,19.28
e,a,-1.93,1.69,-0.68,0.87,-0.64,-1.56,1.47,-0.62,0,4.56,5.23,0.3,1.43,7.48
c,d,0.42,0.86,0.63,0.56,-1.29,2.05,0.48,-0.57,1,7.25,15.72,0.78,1.28,20.12
c,b,-0.25,0.02,-1.49,-0.47,0.07,-0.15,0.95,-0.55,1,0.94,5.79,0.57,1.75,10.13
d,b,-0.89,0.62,-0.73,0.81,0.94,-0.24,-0.63,0.24,1,3.44,8.61,0.8,1.25,10.76
b,c,-0.1,-0.96,-0.1,-0.21,-0.32,0.13,2.31,-1.34,0,3.12,6.96,0.6,2.5,17.4
a,e,-0.54,-0.52,1.35,0.23,0.51,1.18,-1.85,2.35,1,10.04,16.48,0.89,1.12,18.46
e,c,1.07,-1.89,2.05,0.15,-0.63,0.55,1.46,0.97,1,9.34,15.85,0.62,1.61,25.52
c,e,0.31,-0.16,1.25,-1.4,-0.22,0.35,-0.27,-0.78,1,3.83,9.43,0.43,2.33,21.97
a,a,-0.88,-0.95,-0.49,-0.24,0.39,-1.13,-2.62,-0.23,1,2.66,5.45,0.41,2.44,13.3
d,e,1.01,0.04,-0.74,-0.55,-0.96,1.06,1.28,0.62,1,6.28,12.370000000000001,0.52,1.92,23.75
e,d,2.08,-1.0,0.88,0.16,-0.83,0.89,0.74,-1.04,1,8.39,15.57,0.72,1.39,21.64
b,a,0.61,-1.33,0.28,-0.17,0.82,-0.46,0.39,-1.47,0,4.0,7.4399999999999995,0.51,2.04,15.18
d,b,-0.33,-1.29,-0.42,-0.11,0.36,-0.53,1.3,-0.37,0,2.33,6.25,0.47,1.89,11.81
c,d,-1.07,1.55,0.65,-0.01,-0.02,0.66,0.99,0.84,1,7.43,15.18,0.72,1.39,21.1
d,b,-2.93,0.59,-0.45,1.44,-0.88,0.0,-0.1,0.9,0,3.19,5.24,0.5,2.0,10.48
a,e,-0.69,0.16,-1.51,0.16,1.08,-2.06,-0.59,0.78,1,5.38,8.86,0.64,1.56,13.82
a,b,-0.06,1.77,-1.09,-1.02,-0.07,-0.04,1.85,1.2,1,7.33,14.21,0.88,1.14,16.2
b,d,0.37,-1.51,0.24,0.29,-0.11,-2.59,0.64,1.69,1,6.3,11.309999999999999,0.44,2.27,25.67
e,e,0.5,-0.56,0.73,-1.9,0.67,-0.81,-0.16,2.38,1,8.44,13.95,0.55,1.82,25.39
c,c,0.76,0.04,0.3,-1.14,0.73,0.25,0.93,-1.01,1,4.16,10.55,0.51,1.96,20.68
c,c,-1.28,-1.41,-0.24,-0.59,1.8,0.43,3.4,-0.19,1,5.65,14.66,0.61,1.64,24.04
d,e,0.32,-0.67,-1.55,-0.17,0.21,1.12,-1.93,0.15,1,3.78,8.79,0.5,2.0,17.58
b,d,-0.14,0.14,-1.19,0.46,1.23,-0.61,-0.95,-0.48,1,4.21,9.86,0.76,1.32,13.02
b,b,-0.82,0.97,0.6,0.46,1.13,-0.14,0.42,-0.99,1,6.74,14.61,0.8,1.25,18.26
e,b,-0.79,0.39,-1.15,-0.59,0.34,1.06,-1.54,0.46,1,5.13,10.1,0.79,1.27,12.83
d,a,1.49,0.7,-0.89,-0.17,0.06,-0.88,1.24,-1.26,1,4.67,12.36,0.74,1.35,16.69
e,a,0.27,-0.94,1.05,-0.98,0.62,-0.02,1.35,-0.84,0,4.72,7.87,0.45,1.82,14.32
e,b,1.64,0.75,0.42,-1.77,-1.98,-0.85,-0.24,-0.36,0,6.78,4.39,0.43,1.75,7.68
c,a,-0.2,-1.88,-0.62,-0.12,-0.69,0.14,0.31,-0.16,0,1.07,4.72,0.47,1.89,8.92
c,e,1.05,1.15,1.14,-1.71,0.53,0.61,0.21,1.64,0,11.91,6.29,0.87,7.69,48.37
e,b,-0.81,0.71,1.37,0.08,0.03,-1.8,-0.64,0.23,0,5.44,4.84,0.6,2.5,12.1
a,b,0.28,-1.08,-1.03,-0.24,0.61,0.87,-0.04,1.41,1,6.21,12.09,0.5,2.0,24.18
e,b,-0.38,-0.32,0.36,-0.72,-0.07,-1.87,0.06,1.04,1,3.6,6.45,0.62,1.61,10.38
d,a,-0.79,0.47,0.95,-0.16,0.5,-1.42,-0.54,1.72,1,5.84,10.92,0.74,1.35,14.74
c,b,-0.87,-0.04,-1.51,0.76,-0.12,0.19,0.83,1.02,1,4.1,10.83,0.37,2.7,29.24
b,b,-0.27,-0.35,0.59,-0.63,0.46,2.98,0.55,0.36,1,7.22,17.1,0.63,1.59,27.19
c,e,-0.18,-0.64,0.96,-0.44,0.19,1.55,-0.41,0.05,1,5.61,12.14,0.8,1.25,15.18
a,c,-1.32,0.85,0.95,-0.11,-0.26,-0.2,1.54,1.04,1,6.64,12.27,0.78,1.28,15.71
a,e,0.18,0.83,-1.59,2.59,1.57,2.56,1.22,1.36,1,11.07,22.63,0.95,1.05,23.76
c,d,0.03,-1.3,-0.14,-1.31,-0.41,0.48,0.34,-1.46,1,2.82,8.54,0.55,1.82,15.54
c,a,-1.3,-0.99,-0.06,0.1,-1.23,-0.37,0.91,-0.73,0,1.8,4.59,0.19,1.23,5.65
e,c,0.47,-0.96,0.95,-0.95,0.17,-0.45,0.16,-0.46,1,5.62,9.879999999999999,0.59,1.69,16.7
d,b,1.29,-0.82,1.42,-2.11,-0.61,-0.84,-0.62,-0.02,1,6.56,9.85,0.37,2.7,26.6
a,a,-0.2,1.16,-0.39,-0.34,-0.05,-1.08,0.04,1.05,1,4.55,10.25,0.8,1.25,12.81
c,c,0.04,-1.31,0.54,-0.08,0.97,-1.86,0.28,-2.71,0,2.88,4.1,0.35,1.54,6.31
c,a,-0.25,0.56,-0.93,0.95,0.87,0.7,-0.96,0.17,1,5.13,12.190000000000001,0.69,1.45,17.68
d,b,0.19,0.56,0.59,-0.83,0.73,-0.79,2.29,0.51,0,6.5,8.21,0.49,1.96,16.09
b,b,0.74,-0.36,-2.15,0.89,-1.3,0.23,-0.31,0.24,0,3.26,5.98,0.33,1.49,8.91
d,c,0.94,-0.12,2.0,1.56,-0.24,0.17,1.27,-0.3,0,7.27,7.41,0.49,1.96,14.52
b,b,0.54,0.46,1.34,-0.25,-0.26,-0.29,-0.47,-0.59,1,6.73,12.32,0.62,1.61,19.84
c,c,-0.5,-0.2,-1.49,-0.77,-0.46,-0.86,2.07,-0.01,0,2.08,5.39,0.2,1.25,6.74
e,d,-0.12,-1.87,0.34,0.15,-0.28,-0.87,0.37,0.5,0,4.6,5.53,0.66,2.94,16.26
b,e,-1.23,-0.68,-0.01,0.35,-0.59,-1.64,0.37,-0.47,0,1.69,4.73,0.16,1.19,5.63
d,d,0.61,-0.2,-1.25,0.22,1.65,-1.29,-0.05,0.39,1,6.08,12.56,0.72,1.39,17.46
a,c,0.22,0.41,0.23,-1.16,0.71,0.05,0.39,1.89,1,7.82,14.05,0.89,1.12,15.74
b,e,-1.0,-1.43,0.03,-0.28,-0.7,-2.29,-0.37,0.75,0,3.59,2.31,0.27,1.37,3.16
b,e,-0.33,-0.7,0.58,0.39,1.67,-0.35,-0.54,-0.54,1,6.17,12.81,0.88,1.14,14.6
b,d,-1.43,-1.26,0.46,-1.84,-1.03,0.65,-0.57,-0.88,1,3.78,8.27,0.41,2.44,20.18
d,c,-0.09,-0.32,1.4,-0.91,-1.28,-0.94,-2.09,1.16,0,5.94,1.1800000000000002,0.25,1.33,1.57
a,e,-0.47,0.66,-1.43,-0.08,-0.13,-0.9,-1.88,-0.06,1,2.9,5.52,0.48,2.08,11.48
a,e,0.86,-0.48,-0.66,0.07,-1.88,0.09,0.5,-0.93,0,3.48,4.86,0.5,2.0,9.72
b,d,-0.43,-1.26,0.83,0.61,-1.0,0.27,-0.81,-0.03,1,4.76,9.120000000000001,0.56,1.79,16.32
a,c,1.13,0.44,0.06,1.52,-1.53,0.75,0.17,0.62,1,7.21,12.49,0.53,1.89,23.61
a,b,-0.57,-0.12,-0.13,-0.94,-0.67,-0.68,0.44,-0.4,1,1.57,6.0,0.42,2.38,14.28
c,c,2.34,-1.84,-0.85,0.17,-0.72,-0.44,-0.39,-0.39,0,5.49,3.4299999999999997,0.24,1.32,4.53
c,d,-1.14,-0.46,2.04,-1.53,0.31,1.17,-0.04,0.81,1,7.81,13.8,0.62,1.61,22.22
b,c,-0.99,2.06,0.25,0.49,1.11,0.33,0.16,0.85,1,8.89,16.4,0.92,1.09,17.88
c,e,-0.62,-1.09,-0.02,0.83,-0.03,1.22,0.11,-0.56,0,3.09,7.48,0.64,2.78,20.79
b,b,1.47,1.29,-0.32,-0.62,0.5,-0.12,-0.82,0.15,1,8.43,14.03,0.78,1.28,17.96
a,b,-0.31,1.33,-1.08,0.65,0.44,0.02,-0.48,0.56,1,5.15,11.27,0.66,1.52,17.13
a,b,2.14,-1.52,0.73,0.12,0.79,-1.24,-0.36,0.26,0,7.63,5.24,0.67,3.03,15.88
c,b,-2.5,0.75,-0.75,0.0,-0.91,-0.84,-0.37,0.14,1,1.77,4.71,0.12,8.33,39.23
a,d,-0.08,0.29,0.39,0.74,0.14,-0.88,-1.8,0.63,1,5.95,10.059999999999999,0.83,1.2,12.07
a,a,0.28,-0.4,0.25,-1.06,2.89,2.48,-0.5,-0.16,1,8.38,16.630000000000003,0.96,1.04,17.3
a,c,0.39,-0.14,-0.1,0.61,0.39,1.63,0.22,0.38,0,5.18,7.34,0.64,2.78,20.41
d,b,-0.62,-0.15,-0.58,0.98,3.12,-0.44,-1.17,0.06,1,5.66,13.33,0.72,1.39,18.53
d,d,-1.35,-1.37,-0.21,0.62,0.35,-0.29,1.34,-0.01,1,3.54,10.49,0.64,1.56,16.36
c,c,-0.44,0.31,-2.09,0.2,1.03,0.67,-0.61,-1.65,1,4.89,9.629999999999999,0.8,1.25,12.04
b,d,0.31,0.45,1.0,-0.96,0.06,-0.43,0.54,0.96,0,6.77,5.77,0.68,3.13,18.06
d,c,-2.06,-1.21,-0.34,0.49,-1.04,-0.31,-0.98,0.52,0,1.37,2.8200000000000003,0.17,1.2,3.38
c,d,-0.81,-1.09,0.64,0.76,0.56,-0.75,-1.5,-1.0,0,3.65,5.15,0.38,1.61,8.29
c,d,0.26,-1.38,0.92,0.02,1.48,0.37,1.3,0.33,0,8.38,7.59,0.76,4.17,31.65
d,d,-0.08,0.13,1.74,0.3,0.16,-0.9,-0.59,-1.2,1,6.19,10.99,0.43,2.33,25.61
b,d,1.6,-0.36,-1.4,-0.67,0.9,-0.78,-0.29,0.29,1,6.86,12.85,0.88,1.14,14.65
e,a,0.08,0.46,-2.2,-0.21,-1.13,1.56,2.01,-1.15,1,3.4,10.48,0.54,1.85,19.39
b,a,-1.32,-1.88,-2.17,0.97,-0.27,1.32,0.42,0.07,0,2.23,7.23,0.38,1.61,11.64
e,e,-1.2,-2.64,-1.06,-0.99,0.26,-0.19,1.62,-1.15,0,2.91,4.24,0.14,1.16,4.92
b,e,0.24,-0.12,-0.61,0.57,0.36,0.09,-0.88,-1.38,1,3.12,9.7,0.86,1.16,11.25
d,c,0.55,-1.18,-0.3,0.76,-0.34,-0.85,1.39,0.75,1,3.1,7.87,0.48,2.08,16.37
d,c,-0.71,0.18,0.86,0.16,0.85,-1.77,0.04,-1.15,1,5.33,10.8,0.64,1.56,16.85
a,d,-0.18,-0.01,-0.74,-0.44,-1.32,-0.84,1.55,-0.16,0,3.75,4.95,0.36,1.56,7.72
c,e,-0.57,0.13,0.14,1.08,0.08,-1.72,0.84,-1.09,0,2.6,6.0,0.4,1.67,10.02
a,b,1.32,0.48,-0.56,-0.02,-0.63,0.63,0.23,-1.52,1,6.06,12.129999999999999,0.45,2.22,26.93
c,e,0.39,-0.26,0.22,0.36,0.82,-2.14,0.22,-1.07,1,4.71,10.02,0.31,3.23,32.36
b,e,1.81,1.64,0.06,0.82,0.28,-1.58,0.53,0.79,1,9.68,17.23,0.95,1.05,18.09
c,b,0.11,-0.83,0.96,3.3,-1.07,0.1,-0.88,-0.98,0,4.18,7.15,0.28,1.39,9.94
e,d,-1.2,-0.19,-1.58,2.14,-0.23,0.32,-0.02,-1.28,1,3.86,10.25,0.33,3.03,31.06
d,b,-2.54,0.45,0.22,-1.58,-0.37,0.62,-0.13,0.73,1,4.54,9.4,0.46,2.17,20.4
c,b,1.2,-1.11,0.25,-1.42,2.64,-0.16,0.5,0.91,0,8.17,7.3,0.67,3.03,22.12
b,b,-0.35,0.61,-0.74,-0.59,-1.08,-0.41,-0.76,-0.58,0,1.87,4.83,0.36,1.56,7.53
c,a,-0.53,-0.63,0.1,-0.91,-0.46,1.0,0.26,0.58,1,3.48,10.35,0.74,1.35,13.97
e,e,0.94,0.76,-1.11,-1.25,-0.91,-0.08,-0.58,-0.21,1,5.84,10.7,0.52,1.92,20.54
d,d,1.16,-1.27,0.19,-0.4,-1.32,0.56,-0.04,-1.56,0,5.86,5.72,0.2,1.25,7.15
c,a,0.18,0.62,0.07,-1.34,1.02,-0.25,-0.2,-0.27,1,3.86,10.89,0.75,1.33,14.48
c,e,0.3,1.32,-0.47,1.19,-0.34,-1.55,0.95,-1.36,1,4.24,10.059999999999999,0.74,1.35,13.58
e,b,0.25,0.6,-0.32,1.7,1.19,0.91,0.24,-0.28,1,6.17,14.17,0.78,1.28,18.14
c,c,0.1,0.16,-1.05,0.27,0.32,0.85,0.49,2.29,1,6.08,12.33,0.8,1.25,15.41
d,b,-0.78,-1.56,0.34,0.53,-0.32,-0.2,1.42,0.61,1,4.02,9.48,0.33,3.03,28.72
e,d,-0.04,0.91,-0.54,-0.26,-1.28,-0.43,-1.63,-0.01,1,4.26,7.09,0.43,2.33,16.52
d,e,0.41,-1.25,-2.36,-0.39,0.61,-0.11,-1.26,0.47,0,3.28,3.12,0.51,2.04,6.36
b,a,-0.91,-1.06,0.08,1.85,0.39,-1.38,0.02,0.13,1,3.81,9.34,0.67,1.49,13.92
c,a,-1.23,0.82,-0.88,-1.09,1.14,-0.23,1.51,-1.1,1,4.03,11.75,0.76,1.32,15.51
d,c,0.52,0.3,2.05,-1.92,-0.5,2.67,-0.61,-0.82,1,8.75,14.68,0.55,1.82,26.72
d,b,-0.46,-0.68,0.27,-0.07,0.37,-1.13,2.17,-1.3,1,2.19,9.64,0.43,2.33,22.46
d,c,-0.14,-0.32,-0.08,-0.88,-0.27,0.98,-1.7,0.07,0,2.37,3.8,0.31,1.45,5.51
d,a,-1.07,2.14,3.15,-0.28,-1.06,2.41,-0.4,1.31,0,13.29,7.609999999999999,0.77,4.35,33.1
a,e,-2.8,-1.98,-0.23,-1.28,0.41,-0.79,1.43,-1.46,0,3.31,3.0,0.15,1.18,3.54
a,c,0.99,1.26,0.7,-0.68,-0.32,-1.15,1.14,0.81,1,7.76,12.41,0.8,1.25,15.51
c,a,-0.16,0.83,-0.18,2.45,-0.05,-0.43,1.11,1.19,1,5.16,13.18,0.89,1.12,14.76
d,c,0.68,-0.37,0.54,0.41,-0.17,-1.92,-1.17,-0.53,0,4.03,3.79,0.38,1.61,6.1
d,e,0.46,0.21,-0.21,-0.31,0.96,-1.23,1.36,-0.58,1,4.95,10.73,0.52,1.92,20.6
b,d,-0.09,-0.91,0.12,-1.87,-0.16,-1.09,-2.14,0.23,1,3.75,5.73,0.58,1.72,9.86
c,e,1.75,0.45,-1.2,1.37,-0.0,-0.09,1.56,1.18,1,8.45,16.75,0.9,1.11,18.59
b,c,1.63,0.94,0.71,0.48,-0.47,0.08,-0.13,0.7,0,8.92,7.3100000000000005,0.76,4.17,30.48
d,b,2.28,-0.63,0.46,-0.25,-0.87,0.38,-1.25,-0.55,0,6.97,4.6,0.32,1.47,6.76
c,b,-1.41,-0.27,-0.29,-0.65,2.5,-0.04,-0.55,-1.12,1,4.3,10.969999999999999,0.62,1.61,17.66
e,d,-1.63,-0.31,-1.23,-0.83,-1.09,1.6,-1.68,-0.24,1,5.0,8.49,0.6,1.67,14.18
a,c,-1.77,1.65,-1.44,-0.21,-2.68,0.4,1.19,2.93,0,9.46,3.17,0.27,1.37,4.34
c,d,-0.94,1.3,0.08,-0.05,1.21,-0.41,0.33,0.83,1,7.58,14.23,0.74,1.35,19.21
